annee_universitaire;composante_id_paysage;composante_lib;composante_id_uai;etablissement_id_paysage;etablissement_lib;composante_localisation;effectif;effectif_sans_cpge;effectif_total;effectif_total_sans_cpge;sexef;sexem;bac1;bac2;bac3;bac4;bac5;bac6;bac7;bac_ageavance;bac_agea_l_heure;bac_ageretard;bac_ageso;attrac_nat_dep_bac1;attrac_nat_dep_bac2;attrac_nat_dep_bac3;attrac_nat_dep_bac4;attrac_nat_dep_bac5;attrac_nat_dep_bac9;mobilite_internm;attrac_interne;gd_discisciplinedsa;gd_discisciplinellsh;gd_discisciplinesi;gd_discisciplinestaps;discipline02;discipline04;discipline05;discipline06;discipline32;discipline09;discipline15;discipline33;discipline10;composante_id_region;composante_region;composante_id_academie;composante_academie;rentree;annee
2013-14;y61Kl;INSPÉ de l'Académie de Lyon;0694198N;etBz7;Université Claude Bernard - Lyon 1;Auvergne-Rhône-Alpes>Lyon;1647;1647;1648;1648;1183;464;471;420;515;84;49;18;90;88;1094;375;90;597;430;509;18;3;90;75;70;36;1312;131;168;36;163;258;891;;46;85;;168;R84;Auvergne-Rhône-Alpes;A10;Lyon;2013;2014
2014-15;76xsv;INSPÉ Centre Val-de-Loire;0451724E;HCBvW;Université d'Orléans;Centre-Val de Loire>Orléans-Tours;1588;1588;1589;1589;1205;383;452;414;552;49;47;16;58;203;985;342;58;620;352;554;4;;58;32;32;11;1410;94;73;11;69;118;1218;5;15;75;4;73;R24;Centre-Val de Loire;A18;Orléans-Tours;2014;2015
2014-15;DGwMY;INSPÉ Normandie Rouen - Le Havre;0763448K;G4572;Université de Rouen Normandie;Normandie;1515;1515;1515;1515;1081;434;454;438;408;92;55;11;57;86;987;385;57;929;288;231;8;2;57;45;41;;1515;;;;;19;1496;;;;;;R28;Normandie;A70;Normandie;2014;2015
2014-15;KK7hH;INSPÉ de l'Académie de Limoges;0875078X;nkbwh;Université de Limoges;Nouvelle-Aquitaine>Limoges;581;581;581;581;422;159;177;151;170;24;13;2;44;19;397;121;44;246;181;106;4;;44;43;42;;581;;;;;;581;;;;;;R75;Nouvelle-Aquitaine;A22;Limoges;2014;2015
2014-15;KT6Wc;INSPÉ de l'Académie de Reims;0512146F;57OsX;Université de Reims Champagne-Ardenne;Grand Est>Reims;976;976;976;976;687;289;264;240;325;61;50;11;25;59;647;245;25;434;362;150;5;;25;19;18;;976;;;;;;976;;;;;;R44;Grand Est;A19;Reims;2014;2015
2014-15;RIRbW;INSPÉ Bretagne;0352863X;pfa6S;Université européenne de Bretagne;Bretagne>Rennes;2862;2862;2868;2868;1918;944;888;721;951;98;90;20;94;139;1940;689;94;1102;755;891;20;;94;82;67;26;2495;192;149;26;202;164;2129;;77;115;;149;R53;Bretagne;A14;Rennes;2014;2015
2014-15;lZH01;INSPÉ de l'Académie de Paris;0755736C;kvciR;Université Paris-Sorbonne;Île-de-France>Paris;2929;2929;2931;2931;2131;798;1135;634;783;90;57;18;212;213;1840;664;212;509;1012;1130;66;;212;186;172;;2574;296;59;;56;119;2399;;136;160;;59;R11;Île-de-France;A01;Paris;2014;2015
2014-15;qCGMW;INSPÉ de l'académie de Guadeloupe;9711244A;z3hdL;Université des Antilles;Guadeloupe;509;509;511;511;394;115;165;80;177;49;20;11;7;33;279;190;7;413;39;48;2;;7;3;3;;509;;;;;;509;;;;;;R01;Guadeloupe;A32;Guadeloupe;2014;2015
2015-16;68SKK;INSPÉ de l'Académie de Bordeaux;0333296D;90I54;Université de Bordeaux;Nouvelle-Aquitaine>Bordeaux;2981;2981;2991;2991;2080;901;863;772;1000;100;106;29;111;178;2023;669;111;1119;681;1042;28;;111;100;93;;2981;;;;184;188;2609;;;;;;R75;Nouvelle-Aquitaine;A04;Bordeaux;2015;2016
2015-16;DGwMY;INSPÉ Normandie Rouen - Le Havre;0763448K;G4572;Université de Rouen Normandie;Normandie;1729;1729;1733;1733;1207;522;484;504;509;99;55;18;60;86;1136;447;60;1054;326;276;13;;60;41;35;;1729;;;;;22;1707;;;;;;R28;Normandie;A70;Normandie;2015;2016
2015-16;iyM2P;INSPÉ de l'Académie de Nancy-Metz;0542497W;t6Cq5;Université de Lorraine;Grand Est>Nancy-Metz;1902;1902;1907;1907;1300;602;473;464;643;106;93;42;81;77;1264;480;81;898;547;368;8;;81;54;53;72;1439;224;167;72;151;165;1123;0;50;174;;167;R44;Grand Est;A12;Nancy-Metz;2015;2016
2015-16;y7W8e;INSPÉ de l’Académie d'Amiens;0802142U;8j5s2;Université de Picardie Jules-Verne;Hauts-de-France>Amiens;1710;1710;1715;1715;1184;526;491;407;552;98;79;28;55;107;1046;502;55;531;839;269;16;;55;28;22;8;1390;173;139;8;151;110;1104;25;35;138;;139;R32;Hauts-de-France;A20;Amiens;2015;2016
2016-17;39jG7;INSPÉ de l'Académie de Besançon;0251983V;7Mpgt;Université de Franche-Comté;Bourgogne-Franche-Comté>Besançon;1065;1065;1065;1065;736;329;208;316;407;52;30;10;42;58;745;220;42;473;357;188;5;;42;37;34;28;819;127;91;28;41;79;696;3;25;102;;91;R27;Bourgogne-Franche-Comté;A03;Besançon;2016;2017
2016-17;58dQ3;INSPÉ de l’Académie d'Aix-Marseille;0134065Y;xJdyB;Aix-Marseille Université;Provence-Alpes-Côte d'Azur>Aix-Marseille;2972;2972;2975;2975;2076;896;755;676;904;185;145;76;231;189;1723;829;231;1324;544;836;37;;231;170;151;;2972;;;;;;2972;;;;;;R93;Provence-Alpes-Côte d'Azur;A02;Aix-Marseille;2016;2017
2016-17;Fe3rB;INSPÉ de l'académie de Guyane;9730475D;hy4EW;Université de Guyane;Guyane;664;664;665;665;521;143;159;151;90;113;46;58;47;20;260;337;47;413;69;129;6;;47;14;12;;664;;;;;;664;;;;;;R03;Guyane;A33;Guyane;2016;2017
2016-17;iFa3N;INSPÉ de l’Académie de Nice;0062109K;7CYWd;Université Nice - Sophia-Antipolis;Provence-Alpes-Côte d'Azur>Nice;1539;1539;1571;1571;1152;387;403;348;577;62;43;14;92;109;992;346;92;594;383;445;24;1;92;68;59;;1539;;;;;;1539;;;;;;R93;Provence-Alpes-Côte d'Azur;A23;Nice;2016;2017
2016-17;iyM2P;INSPÉ de l'Académie de Nancy-Metz;0542497W;t6Cq5;Université de Lorraine;Grand Est>Nancy-Metz;2160;2160;2179;2179;1523;637;503;562;705;120;123;45;102;75;1452;531;102;1035;611;403;9;;102;62;58;69;1667;239;185;69;154;168;1345;;56;183;;185;R44;Grand Est;A12;Nancy-Metz;2016;2017
2016-17;qVqhv;INSPÉ de l'Académie de Grenoble;0383473U;F2yh2;Université Grenoble Alpes;Auvergne-Rhône-Alpes>Grenoble;2366;2366;2496;2496;1708;658;527;625;899;93;98;21;103;148;1610;505;103;793;699;760;9;2;103;48;46;;2366;;;;;;2366;;;;;;R84;Auvergne-Rhône-Alpes;A08;Grenoble;2016;2017
2016-17;y61Kl;INSPÉ de l'Académie de Lyon;0694198N;etBz7;Université Claude Bernard - Lyon 1;Auvergne-Rhône-Alpes>Lyon;4881;4879;4968;4966;3533;1348;1250;1390;1527;250;189;60;215;283;3161;1222;215;1455;1113;2054;42;2;215;150;138;56;4825;;;56;119;177;4529;;;;;;R84;Auvergne-Rhône-Alpes;A10;Lyon;2016;2017
2017-18;49xLF;INSPÉ Toulouse Occitanie-Pyrénées;0312877J;HqAYu;Université Toulouse - Jean Jaurès;Occitanie>Toulouse;3224;3224;3307;3307;2320;904;810;738;1161;123;194;61;137;159;2227;701;137;946;804;1291;46;;137;104;80;;3224;;;;;;3224;;;;;;R76;Occitanie;A16;Toulouse;2017;2018
2017-18;68SKK;INSPÉ de l'Académie de Bordeaux;0333296D;90I54;Université de Bordeaux;Nouvelle-Aquitaine>Bordeaux;2765;2765;2775;2775;1911;854;740;689;993;97;96;42;108;204;1923;530;108;1027;646;965;19;;108;73;69;;2765;;;;;;2765;;;;;;R75;Nouvelle-Aquitaine;A04;Bordeaux;2017;2018
2017-18;76xsv;INSPÉ Centre Val-de-Loire;0451724E;HCBvW;Université d'Orléans;Centre-Val de Loire>Orléans-Tours;2264;2264;2270;2270;1623;641;602;560;776;88;102;35;101;179;1469;515;101;685;508;966;4;;101;54;52;;2019;139;106;;131;137;1741;10;25;108;6;106;R24;Centre-Val de Loire;A18;Orléans-Tours;2017;2018
2017-18;ASiVr;ESPE de la Nouvelle-Calédonie;9830690H;Z2FY5;Université de la Nouvelle-Calédonie;Collectivités d'outre-mer>Nouvelle-Calédonie;138;138;138;138;83;55;32;18;47;13;10;6;12;36;56;34;12;91;;34;1;;12;1;1;;138;;;;;;138;;;;;;R00;Collectivités d'outre-mer;A40;Nouvelle-Calédonie;2017;2018
2017-18;EqtZx;INSPÉ de l’Académie de Lille;0596983V;IZ3tY;Lille Nord de France;Hauts-de-France>Lille;5485;5485;5609;5609;3767;1718;1341;1364;2042;258;268;86;126;337;3861;1161;126;3359;1339;583;78;;126;132;75;;5485;;;;;;5485;;;;;;R32;Hauts-de-France;A09;Lille;2017;2018
2017-18;QOggm;INSPÉ de l'Académie de Poitiers;0861433R;hlX1r;Université de Poitiers;Nouvelle-Aquitaine>Poitiers;1474;1474;1481;1481;1067;407;379;389;519;57;70;14;46;69;1029;330;46;537;407;479;3;2;46;30;30;29;1267;78;100;29;41;56;1170;;34;44;;100;R75;Nouvelle-Aquitaine;A13;Poitiers;2017;2018
2017-18;X3ml2;INSPÉ de l'Académie de Strasbourg;0673068W;4k25D;Université de Strasbourg;Grand Est>Strasbourg;1920;1920;1945;1945;1400;520;411;509;723;79;86;25;87;71;1380;382;87;842;624;356;11;;87;66;67;;1920;;;;;24;1896;;;;;;R44;Grand Est;A15;Strasbourg;2017;2018
2017-18;j2I1q;INSPÉ de l'Académie de Corse;7200739R;NLCOF;Université de Corse Pasquale Paoli;Corse;296;296;299;299;228;68;93;88;86;8;9;3;9;21;209;57;9;240;11;33;3;;9;8;8;;296;;;;;;296;;;;;;R94;Corse;A27;Corse;2017;2018
2017-18;lZH01;INSPÉ de l'Académie de Paris;0755736C;bxPQe;Sorbonne Université;Île-de-France>Paris;3046;3046;3058;3058;2202;844;1046;665;962;74;65;29;205;220;1976;645;205;538;1028;1183;92;;205;198;169;;2655;296;95;;38;104;2513;;113;183;;95;R11;Île-de-France;A01;Paris;2017;2018
2017-18;mNtOh;INSPÉ Normandie Caen;0142393A;p25Q3;Université de Caen Normandie;Normandie;1242;1242;1243;1243;864;378;306;333;429;49;68;15;42;62;881;257;42;534;465;197;4;;42;31;27;;1242;;;;;;1242;;;;;;R28;Normandie;A70;Normandie;2017;2018
2017-18;qVqhv;INSPÉ de l'Académie de Grenoble;0383473U;F2yh2;Université Grenoble Alpes;Auvergne-Rhône-Alpes>Grenoble;2205;2205;2344;2344;1556;649;457;585;916;69;80;16;82;158;1520;445;82;731;659;726;7;;82;40;38;;2205;;;;;;2205;;;;;;R84;Auvergne-Rhône-Alpes;A08;Grenoble;2017;2018
2018-19;QOggm;INSPÉ de l'Académie de Poitiers;0861433R;hlX1r;Université de Poitiers;Nouvelle-Aquitaine>Poitiers;1321;1321;1322;1322;929;392;303;362;504;42;55;18;37;68;970;246;37;521;349;411;2;1;37;23;23;;1321;;;;;;1321;;;;;;R75;Nouvelle-Aquitaine;A13;Poitiers;2018;2019
2018-19;RIRbW;INSPÉ Bretagne;0352863X;06SE7;Université de Bretagne Occidentale;Bretagne>Rennes;2965;2965;2980;2980;1976;989;712;773;1115;99;113;26;127;128;2133;577;127;1149;828;848;12;1;127;98;92;;2965;;;;;;2965;;;;;;R53;Bretagne;A14;Rennes;2018;2019
2018-19;iFa3N;INSPÉ de l’Académie de Nice;0062109K;7CYWd;Université Nice - Sophia-Antipolis;Provence-Alpes-Côte d'Azur>Nice;1343;1343;1345;1345;1003;340;330;315;532;45;37;13;71;88;932;252;71;568;345;334;25;;71;57;47;;1343;;;;;;1343;;;;;;R93;Provence-Alpes-Côte d'Azur;A23;Nice;2018;2019
2018-19;j2I1q;INSPÉ de l'Académie de Corse;7200739R;NLCOF;Université de Corse Pasquale Paoli;Corse;314;314;317;317;238;76;92;87;100;12;14;1;8;21;238;47;8;231;13;58;4;;8;6;4;;314;;;;;;314;;;;;;R94;Corse;A27;Corse;2018;2019
2018-19;qCGMW;INSPÉ de l'académie de Guadeloupe;9711244A;z3hdL;Université des Antilles;Guadeloupe;483;483;486;486;367;116;118;87;180;36;24;18;20;36;285;142;20;372;43;48;;;20;5;5;;483;;;;;;483;;;;;;R01;Guadeloupe;A32;Guadeloupe;2018;2019
2018-19;qVqhv;INSPÉ de l'Académie de Grenoble;0383473U;F2yh2;Université Grenoble Alpes;Auvergne-Rhône-Alpes>Grenoble;2046;2046;2161;2161;1463;583;444;514;883;57;66;21;61;182;1432;371;61;686;624;662;13;;61;37;34;;2046;;;;;;2046;;;;;;R84;Auvergne-Rhône-Alpes;A08;Grenoble;2018;2019
2019-20;49xLF;INSPÉ Toulouse Occitanie-Pyrénées;0312877J;HqAYu;Université Toulouse - Jean Jaurès;Occitanie>Toulouse;3026;3026;3101;3101;2245;781;703;699;1165;107;180;65;107;160;2222;537;107;934;751;1202;32;;107;93;78;;3026;;;;;;3026;;;;;;R76;Occitanie;A16;Toulouse;2019;2020
2019-20;M8Y6c;INSPÉ de l'Académie de Versailles;0783634B;RS4WF;CY Cergy Paris Université;Île-de-France>Versailles;4854;4854;4874;4874;3628;1226;1119;1289;1461;359;263;109;254;236;3022;1342;254;1350;1390;1810;49;1;254;125;117;;4854;;;;;;4854;;;;;;R11;Île-de-France;A25;Versailles;2019;2020
2019-20;j2I1q;INSPÉ de l'Académie de Corse;7200739R;NLCOF;Université de Corse Pasquale Paoli;Corse;333;333;336;336;248;85;96;87;101;23;18;2;6;19;265;43;6;245;15;64;3;;6;6;5;;333;;;;;;333;;;;;;R94;Corse;A27;Corse;2019;2020
2019-20;y61Kl;INSPÉ de l'Académie de Lyon;0694198N;etBz7;Université Claude Bernard - Lyon 1;Auvergne-Rhône-Alpes>Lyon;4425;4425;4458;4458;3254;1171;975;1180;1665;185;214;73;133;335;3123;834;133;1435;1093;1733;29;2;133;91;87;;4425;;;;;;4425;;;;;;R84;Auvergne-Rhône-Alpes;A10;Lyon;2019;2020
2020-21;KT6Wc;INSPÉ de l'Académie de Reims;0512146F;57OsX;Université de Reims Champagne-Ardenne;Grand Est>Reims;1107;1107;1122;1122;775;332;223;272;438;55;55;17;47;53;818;189;47;444;410;202;4;;47;40;38;;1107;;;;;;1107;;;;;;R44;Grand Est;A19;Reims;2020;2021
2020-21;QgvQ6;INSPÉ de l'Académie de Créteil;0942353X;vb71K;Université Paris-Est Créteil;Île-de-France>Créteil;4600;4600;4606;4606;3248;1352;1087;1004;1341;358;266;146;398;174;2739;1289;398;818;1863;1484;35;2;398;186;170;;4600;;;;;;4600;;;;;;R11;Île-de-France;A24;Créteil;2020;2021
2020-21;cb6n7;INSPÉ Clermont Auvergne;0632024H;K4lR3;Université Clermont Auvergne;Auvergne-Rhône-Alpes>Clermont-Ferrand;932;932;932;932;637;295;216;203;419;20;31;10;33;46;707;146;33;344;322;231;2;;33;24;24;;932;;;;;;932;;;;;;R84;Auvergne-Rhône-Alpes;A06;Clermont-Ferrand;2020;2021
2020-21;lZH01;INSPÉ de l'Académie de Paris;0755736C;bxPQe;Sorbonne Université;Île-de-France>Paris;2709;2709;2712;2712;1936;773;932;617;831;63;65;31;170;168;1833;538;170;525;954;997;63;;170;133;107;;2709;;;;;;2709;;;;;;R11;Île-de-France;A01;Paris;2020;2021
2020-21;y61Kl;INSPÉ de l'Académie de Lyon;0694198N;etBz7;Université Claude Bernard - Lyon 1;Auvergne-Rhône-Alpes>Lyon;4254;4254;4282;4282;3124;1130;981;1183;1549;161;207;62;111;282;3098;763;111;1403;1070;1645;25;;111;91;81;;4254;;;;;;4254;;;;;;R84;Auvergne-Rhône-Alpes;A10;Lyon;2020;2021
2013-14;58dQ3;INSPÉ de l’Académie d'Aix-Marseille;0134065Y;xJdyB;Aix-Marseille Université;Provence-Alpes-Côte d'Azur>Aix-Marseille;1600;1600;1608;1608;1147;453;476;389;409;81;63;33;149;74;900;477;149;762;279;381;29;;149;146;124;83;1266;182;69;83;72;195;985;14;71;100;11;69;R93;Provence-Alpes-Côte d'Azur;A02;Aix-Marseille;2013;2014
2013-14;RIRbW;INSPÉ Bretagne;0352863X;pfa6S;Université européenne de Bretagne;Bretagne>Rennes;1433;1433;1437;1437;965;468;438;414;398;59;51;10;63;65;958;347;63;638;357;366;9;;63;57;48;19;1152;141;121;19;137;204;811;;40;88;13;121;R53;Bretagne;A14;Rennes;2013;2014
2013-14;X3ml2;INSPÉ de l'Académie de Strasbourg;0673068W;4k25D;Université de Strasbourg;Grand Est>Strasbourg;799;799;801;801;564;235;211;229;245;30;23;11;50;31;534;184;50;331;279;133;6;;50;39;36;45;648;68;38;45;71;82;485;10;14;47;7;38;R44;Grand Est;A15;Strasbourg;2013;2014
2013-14;cb6n7;INSPÉ Clermont Auvergne;0632024H;n1E6T;Université Blaise-Pascal;Auvergne-Rhône-Alpes>Clermont-Ferrand;432;432;433;433;313;119;127;105;142;20;9;5;24;20;296;92;24;153;143;110;2;;24;23;22;14;325;55;38;14;25;81;213;6;19;32;4;38;R84;Auvergne-Rhône-Alpes;A06;Clermont-Ferrand;2013;2014
2013-14;iFa3N;INSPÉ de l’Académie de Nice;0062109K;7CYWd;Université Nice - Sophia-Antipolis;Provence-Alpes-Côte d'Azur>Nice;588;588;588;588;416;172;163;136;202;33;18;4;32;30;392;134;32;387;72;89;8;;32;20;19;22;443;95;28;22;32;64;347;;14;81;;28;R93;Provence-Alpes-Côte d'Azur;A23;Nice;2013;2014
2013-14;iyM2P;INSPÉ de l'Académie de Nancy-Metz;0542497W;t6Cq5;Université de Lorraine;Grand Est>Nancy-Metz;920;920;921;921;644;276;261;240;292;47;36;9;35;47;614;224;35;477;279;121;8;;35;25;21;11;745;92;72;11;56;91;598;;21;71;;72;R44;Grand Est;A12;Nancy-Metz;2013;2014
2013-14;j2I1q;INSPÉ de l'Académie de Corse;7200739R;NLCOF;Université de Corse Pasquale Paoli;Corse;146;146;146;146;119;27;51;32;46;9;5;1;2;8;108;28;2;122;6;14;2;;2;2;2;;131;8;7;;2;20;109;;3;5;;7;R94;Corse;A27;Corse;2013;2014
2013-14;lZH01;INSPÉ de l'Académie de Paris;0755736C;kvciR;Université Paris-Sorbonne;Île-de-France>Paris;1414;1414;1435;1435;1088;326;559;288;356;35;27;9;140;80;874;320;140;245;546;456;27;;140;123;116;;1228;161;25;;199;382;647;;59;77;25;25;R11;Île-de-France;A01;Paris;2013;2014
2014-15;39jG7;INSPÉ de l'Académie de Besançon;0251983V;7Mpgt;Université de Franche-Comté;Bourgogne-Franche-Comté>Besançon;1074;1074;1075;1075;699;375;254;287;383;57;37;10;46;54;727;247;46;466;376;174;11;1;46;43;40;13;838;125;98;13;26;84;719;9;20;105;;98;R27;Bourgogne-Franche-Comté;A03;Besançon;2014;2015
2014-15;QgvQ6;INSPÉ de l'Académie de Créteil;0942353X;vb71K;Université Paris-Est Créteil;Île-de-France>Créteil;3696;3696;3714;3714;2658;1038;1003;932;940;297;187;78;259;189;2103;1145;259;582;1428;1386;41;;259;159;132;116;3208;199;173;116;124;196;2834;54;56;126;17;173;R11;Île-de-France;A24;Créteil;2014;2015
2014-15;iFa3N;INSPÉ de l’Académie de Nice;0062109K;7CYWd;Université Nice - Sophia-Antipolis;Provence-Alpes-Côte d'Azur>Nice;1258;1258;1263;1263;923;335;357;280;470;46;22;8;75;71;833;279;75;527;334;299;23;;75;60;48;;1258;;;;;;1258;;;;;;R93;Provence-Alpes-Côte d'Azur;A23;Nice;2014;2015
2014-15;j2I1q;INSPÉ de l'Académie de Corse;7200739R;NLCOF;Université de Corse Pasquale Paoli;Corse;290;290;290;290;233;57;107;63;85;14;11;4;6;22;213;49;6;238;8;34;4;;6;7;7;;290;;;;;;290;;;;;;R94;Corse;A27;Corse;2014;2015
2014-15;y61Kl;INSPÉ de l'Académie de Lyon;0694198N;etBz7;Université Claude Bernard - Lyon 1;Auvergne-Rhône-Alpes>Lyon;4124;4124;4135;4135;3071;1053;1147;1105;1296;187;144;45;200;269;2674;981;200;1195;971;1712;41;5;200;149;133;57;3934;38;95;57;233;444;3257;;14;24;;95;R84;Auvergne-Rhône-Alpes;A10;Lyon;2014;2015
2015-16;39jG7;INSPÉ de l'Académie de Besançon;0251983V;7Mpgt;Université de Franche-Comté;Bourgogne-Franche-Comté>Besançon;1178;1178;1519;1519;800;378;245;334;436;74;30;10;49;56;813;260;49;527;377;213;12;;49;45;41;25;912;137;104;25;33;80;787;12;29;108;;104;R27;Bourgogne-Franche-Comté;A03;Besançon;2015;2016
2015-16;45g5M;ESPE de la Polynésie Française;9840468L;zepT6;Université de la Polynésie Française;Collectivités d'outre-mer>Polynésie Française;419;419;420;420;331;88;115;90;83;85;13;15;18;27;226;148;18;368;;31;1;1;18;1;2;;419;;;;;;419;;;;;;R00;Collectivités d'outre-mer;A41;Polynésie Française;2015;2016
